time,Open,High,Low,Close,Volume,Quote_Volume
2021-06-10,37399.78,38452.38,35800.0,36676.8,100443099.72487023,2708.68411145
2021-06-11,36682.37,37673.94,35947.37,37328.01,73431929.90913166,1984.21541676
2021-06-12,37321.46,37450.0,34626.08,35543.84,72090940.12641211,2020.13357141
2021-06-13,35547.19,39350.85,34780.0,39000.98,86833587.14055614,2350.7417511
2021-06-14,39002.24,41021.97,38743.43,40527.84,102552397.23801596,2578.04488351
2021-06-15,40529.09,41321.82,39530.0,40146.88,74076892.11738388,1840.60770994
2021-06-16,40144.73,40500.0,38131.0,38359.94,80551200.32273397,2046.99234495
2021-06-17,38360.0,39559.32,37369.43,38094.23,72638169.39307775,1882.86600502
2021-06-18,38102.41,38199.99,35139.76,35825.6,77298540.81301658,2097.08040754
2021-06-19,35825.35,36442.57,34803.81,35489.6,55861720.79000823,1563.87612724
2021-06-20,35482.04,36134.22,33338.01,35586.42,64198988.37839079,1843.26590629
2021-06-21,35600.26,35742.12,31250.06,31619.39,119641364.15111956,3639.47145736
2021-06-22,31614.47,33289.1,28810.34,32503.78,135720006.06610727,4313.43155769
2021-06-23,32503.78,34833.32,31698.02,33673.74,91290571.2321629,2705.01229156
2021-06-24,33677.25,35294.65,32308.4,34656.6,60346959.97889031,1796.4365049
2021-06-25,34660.33,35489.23,31288.15,31586.44,69911413.53106302,2115.96958498
2021-06-26,31584.28,32721.59,30152.99,32285.03,68057061.57020988,2172.35119043
2021-06-27,32282.14,34775.54,31997.93,34703.34,61744569.11476247,1863.23451646
2021-06-28,34703.38,35288.13,33865.1,34487.48,68697808.56677213,1991.13923481
2021-06-29,34487.52,36589.65,34230.4,35902.08,66133911.64477168,1862.87139722
2021-06-30,35898.67,36088.11,34048.01,35049.64,54265570.40356825,1550.24978322
2021-07-01,35050.45,35060.53,32717.17,33507.45,43602913.32341509,1294.4500674
2021-07-02,33507.4,33969.83,32708.33,33783.23,33817743.2225606,1015.65042157
2021-07-03,33784.15,34942.15,33327.25,34670.34,26128360.79248515,760.95200379
2021-07-04,34669.91,35962.71,34374.05,35283.36,29348463.65439604,831.04095816
2021-07-05,35286.98,35288.36,33139.24,33689.47,41217335.45145905,1210.39693432
2021-07-06,33688.45,35098.84,33519.59,34225.47,40452619.83887627,1182.84909998
2021-07-07,34224.35,35057.28,33788.0,33866.95,39958956.42508908,1156.18586322
2021-07-08,33868.33,33923.25,32100.0,32869.89,40102734.39450872,1219.77266203
2021-07-09,32874.68,34088.88,32273.62,33817.93,28803097.84088608,869.09219249
2021-07-10,33817.96,34250.0,33031.75,33507.83,20355891.88686886,604.01496183
2021-07-11,33508.25,34600.0,33311.73,34256.17,19626074.12827473,579.33611014
2021-07-12,34258.67,34664.83,32662.75,33094.47,25663328.92530648,762.47977683
2021-07-13,33094.48,33333.33,32214.56,32726.23,23397824.33209456,713.2642658
2021-07-14,32733.89,33097.86,31591.18,32816.38,29242607.70855109,902.82609633
2021-07-15,32819.98,33178.11,31144.07,31874.05,30475736.42226329,952.64478612
