time,zscore
2010-12-03,1.688503336128891
2010-12-04,1.1831508913774829
2010-12-05,1.159580389336984
2010-12-06,1.1642561883514921
2010-12-07,1.4844591853257356
2010-12-08,1.5400846825114105
2010-12-09,1.1080352952574977
2010-12-10,1.1537965698940835
2010-12-11,1.4217912027066393
2010-12-12,1.3293219381223371
2010-12-13,1.412052862947018
2010-12-14,1.6217290446845
2010-12-15,1.5390503536223623
2010-12-16,1.644810092257162
2010-12-17,1.5589050894077268
2010-12-18,1.535944393271677
2010-12-19,1.5235262858718557
2010-12-20,1.811046748502652
2010-12-21,1.509977784161712
2010-12-22,1.6018179169865332
2010-12-23,1.5967857638814211
2010-12-24,1.57136303275221
2010-12-25,1.5875527480651224
2010-12-26,1.7482563133040099
2010-12-27,1.7386999680343602
2010-12-28,1.9068753145310742
2010-12-29,2.0878791054959827
2010-12-30,2.0698451981868753
2010-12-31,2.053895790374354
2011-01-01,2.039067284203286
2011-01-02,2.021417294607726
2011-01-03,1.9541949450267522
2011-01-04,1.9840981529822903
2011-01-05,1.9710026186682126
2011-01-06,1.9495637624979938
2011-01-07,2.163370130501572
2011-01-08,2.173438228664223
2011-01-09,2.1561283315317383
2011-01-10,2.1657909259880115
2011-01-11,2.1307661404086313
2011-01-12,2.03678358577818
2011-01-13,2.002528894099133
2011-01-14,2.784245600743003
2011-01-15,2.604178997795794
2011-01-16,2.568873835612339
2011-01-17,2.1811667199283686
2011-01-18,1.81773456966515
2011-01-19,1.8028102730192899
2011-01-20,2.5128707841202473
2011-01-21,2.749825073449954
2011-01-22,2.8802816328118928
2011-01-23,2.837792003717686
2011-01-24,2.589504343551072
2011-01-25,2.4679705157984277
2011-01-26,2.4733087194492334
2011-01-27,2.3592751811518258
2011-01-28,2.522234447518524
2011-01-29,2.432262377581707
2011-01-30,2.7089313478662143
2011-01-31,3.023514808729439
2011-02-01,4.270115717835356
2011-02-02,4.16124647472995
2011-02-03,3.7698425584369195
2011-02-04,4.362539842973552
2011-02-05,4.720557444226045
2011-02-06,4.366056583713857
2011-02-07,4.074844755562168
2011-02-08,4.048998414416278
2011-02-09,4.333326028530393
2011-02-10,3.9547630048914035
2011-02-11,4.117324445592715
2011-02-12,4.046441264617724
2011-02-13,3.761803416030123
2011-02-14,3.6898843682093867
2011-02-15,3.488411317022482
2011-02-16,3.315690066339629
2011-02-17,3.26075452152843
2011-02-18,2.646364763910813
2011-02-19,2.7736807225920566
2011-02-20,2.4305967989235855
2011-02-21,2.291925642314825
2011-02-22,2.4172552957279523
2011-02-23,2.471057184834466
2011-02-24,2.754031776874055
2011-02-25,2.44793331565358
2011-02-26,2.560258370838308
2011-02-27,2.2986985016411383
2011-02-28,2.147624907128569
2011-03-01,2.2297949677522073
2011-03-02,2.2661366363690063
2011-03-03,2.237417204362998
2011-03-04,2.086424171914712
2011-03-05,2.087906589014343
2011-03-06,1.9939005462645927
2011-03-07,1.9558734493247507
2011-03-08,1.9020822100887895
2011-03-09,1.8699737604259488
2011-03-10,2.0541526990654395
2011-03-11,1.9063600780598138
2011-03-12,2.008656096301554
2011-03-13,1.9099594607593924
2011-03-14,1.89508888260214
2011-03-15,1.811692459351623
2011-03-16,1.7276153949318769
2011-03-17,1.6354009853854734
2011-03-18,1.55564077107047
2011-03-19,1.4336863167766474
2011-03-20,1.3563553392779735
2011-03-21,1.4077551865764528
2011-03-22,1.5630482974675854
2011-03-23,1.6819748028951642
2011-03-24,1.737571421088118
2011-03-25,1.7644529563177163
2011-03-26,1.6612676259934074
2011-03-27,1.5506890318475257
2011-03-28,1.4615171255324884
2011-03-29,1.4513491616180738
2011-03-30,1.4396783733546652
2011-03-31,1.4210761760463122
2011-04-01,1.3854988493716835
2011-04-02,1.408396882472135
2011-04-03,1.3964848023979692
2011-04-04,1.0840469191894366
2011-04-05,1.1928429972713597
2011-04-06,1.2676170030280172
2011-04-07,1.3089821469035299
2011-04-08,1.2951208464709991
2011-04-09,1.2442120113900352
2011-04-10,1.2407600131068668
2011-04-11,1.354162378543919
2011-04-12,1.6320461353732152
2011-04-13,1.8356630669623402
2011-04-14,2.0293094112200256
2011-04-15,1.9655706259264474
2011-04-16,2.1362011726738084
2011-04-17,2.2679110843055237
2011-04-18,2.388652193844416
2011-04-19,2.4587635571471798
2011-04-20,2.3067243345010997
2011-04-21,2.4686563951170615
2011-04-22,2.9815496747122507
2011-04-23,4.045052057127307
2011-04-24,3.3994560608260964
2011-04-25,3.1489891223491955
2011-04-26,3.6077671761242254
2011-04-27,3.831831682908511
2011-04-28,4.592202249273731
2011-04-29,5.3277820387674115
2011-04-30,6.11403365169961
2011-05-01,4.938808570353037
2011-05-02,4.864882644076777
2011-05-03,4.866829198820401
2011-05-04,4.633100433214737
2011-05-05,4.319195791948088
2011-05-06,4.276160261561428
2011-05-07,4.365528585479593
2011-05-08,4.447217547937716
2011-05-09,4.198331359370719
2011-05-10,6.1023108308612395
2011-05-11,5.403389458876562
2011-05-12,5.90221408754992
2011-05-13,6.884334771591265
2011-05-14,5.373205092931513
2011-05-15,4.942947134501429
2011-05-16,5.3261951500182265
2011-05-17,4.5561436267462545
2011-05-18,4.002691731198069
2011-05-19,3.9370157810508246
2011-05-20,2.9344259403603665
2011-05-21,3.2098149025923353
2011-05-22,3.5209829755769997
2011-05-23,3.6378072583001586
2011-05-24,3.7291860454168364
2011-05-25,4.287641212542147
2011-05-26,4.2313098150443
2011-05-27,3.89072828190277
2011-05-28,3.670887524277838
2011-05-29,3.591503845192478
2011-05-30,3.6755953486737125
2011-05-31,3.5348811447296247
2011-06-01,3.8653063461359642
2011-06-02,4.214310278463446
2011-06-03,5.485550275391101
2011-06-04,6.622723732928644
2011-06-05,5.4723571218050475
2011-06-06,5.593478190777132
2011-06-07,6.6314485338597455
2011-06-08,7.356276099882511
2011-06-09,6.51226223269001
2011-06-10,4.888504570346025
2011-06-11,2.5132669700114634
2011-06-12,3.2993824349673466
2011-06-13,3.332340948684838
2011-06-14,3.0934500708239616
2011-06-15,2.9835714865903804
2011-06-16,2.5647148147059213
2011-06-17,1.9808915260338793
2011-06-18,2.2508972943380683
2011-06-19,2.334562568394333
2011-06-20,2.2917263909960064
2011-06-21,2.245172034253479
2011-06-22,2.211697429429317
2011-06-23,2.178394640536441
2011-06-24,2.1437925986854505
2011-06-25,2.114150619023608
2011-06-26,1.862048397038559
2011-06-27,1.8983950209628049
2011-06-28,1.9041186204073401
2011-06-29,1.8577416580062593
2011-06-30,1.7075796864222859
2011-07-01,1.555928363003533
2011-07-02,1.5402884547429367
2011-07-03,1.541589416593673
2011-07-04,1.2447116879589062
2011-07-05,1.0749419390833859
2011-07-06,1.3863376102259461
2011-07-07,1.3917977541740234
2011-07-08,1.2957336899985352
2011-07-09,1.304645412071586
2011-07-10,1.3352104639171913
2011-07-11,1.271898826846637
2011-07-12,1.2147296816582018
2011-07-13,1.1999294474369357
2011-07-14,1.1991454753849107
2011-07-15,1.1604390242340923
2011-07-16,1.1400655898949257
2011-07-17,1.056471016463837
2011-07-18,1.1576348625212651
2011-07-19,1.1851214609596472
2011-07-20,1.1687695787056127
2011-07-21,1.1536437776287347
2011-07-22,1.1651541615967838
2011-07-23,1.1582113726772145
2011-07-24,1.20683942280799
2011-07-25,1.2088166259252333
2011-07-26,1.1777918189706695
2011-07-27,1.1732362909070353
2011-07-28,1.105573770160814
2011-07-29,1.1056038331263158
2011-07-30,1.1059741103904415
2011-07-31,1.0757926135720508
2011-08-01,1.014793973502743
2011-08-02,0.877862057987925
2011-08-03,0.3915028201191927
2011-08-04,0.644375422903816
2011-08-05,0.47270103091892146
2011-08-06,0.014235255423154665
2011-08-07,0.28208348888369317
2011-08-08,0.17709989417160396
2011-08-09,0.5213940104512726
2011-08-10,0.5646118201758307
2011-08-11,0.4618084137538544
2011-08-12,0.464745856503614
2011-08-13,0.5588619831012216
2011-08-14,0.6961286423495283
2011-08-15,0.7493429365572319
2011-08-16,0.7234634654266122
2011-08-17,0.7167982887557545
2011-08-18,0.697672773331617
2011-08-19,0.8352219642628232
2011-08-20,0.7975298053841785
2011-08-21,0.7788833291059187
2011-08-22,0.7039062183605086
2011-08-23,0.7036412624965889
2011-08-24,0.6952698043234918
2011-08-25,0.458306307210942
2011-08-26,0.21308334743876398
2011-08-27,0.36076744342579925
2011-08-28,0.4357293603671987
2011-08-29,0.42277954369003967
2011-08-30,0.3975191736852348
2011-08-31,0.29262565521942413
2011-09-01,0.30059228555654977
2011-09-02,0.3678569004225509
2011-09-03,0.33833288851991955
2011-09-04,0.29632539653741585
2011-09-05,0.19268194675461425
2011-09-06,0.06446058924466089
2011-09-07,0.12165239126008641
2011-09-08,0.04031295750500616
2011-09-09,0.002544235631307762
2011-09-10,0.0029584972612036377
2011-09-11,0.0005484773692192784
2011-09-12,0.0001026229589499982
2011-09-13,0.000584353037880777
2011-09-14,0.0009388603147328436
2011-09-15,0.00222474952953461
2011-09-16,0.002265926411767725
2011-09-17,0.0023598839440322245
2011-09-18,0.0015307206348032932
2011-09-19,0.001009965978419923
2011-09-20,0.012445287848113142
2011-09-21,0.0008602011521068842
2011-09-22,0.0010631568699650893
2011-09-23,0.0008958517916428962
2011-09-24,0.0010843638592226818
2011-09-25,0.0012325532136048898
2011-09-26,0.0020773168146597577
2011-09-27,0.002002979197823037
2011-09-28,0.0022671462658075637
2011-09-29,0.0022383994232227323
2011-09-30,0.0015662399308356866
2011-10-01,0.0017532343695247426
2011-10-02,0.0017903735161047137
2011-10-03,0.0017536866694978582
2011-10-04,0.0018703532719013447
2011-10-05,0.001997104171088599
2011-10-06,0.0022813743091897563
2011-10-07,0.0031053092242982723
2011-10-08,0.0036493277704819087
2011-10-09,0.003391546450966637
2011-10-10,0.003457090780737835
2011-10-11,0.0035544480417963775
2011-10-12,0.003241935190102585
2011-10-13,0.0034814439985317754
2011-10-14,0.0035648297180176382
2011-10-15,0.0038434364676146297
2011-10-16,0.0042708848841387535
2011-10-17,0.0061664338129229805
2011-10-18,0.0064403466043705514
2011-10-19,0.006776213883728854
2011-10-20,0.006507430874010355
2011-10-21,0.006091403594653715
2011-10-22,0.004956028934080151
2011-10-23,0.0049716723240832705
2011-10-24,0.006167029526172655
2011-10-25,0.005628008596782111
2011-10-26,0.005644611335629923
2011-10-27,0.0051276112700000395
2011-10-28,0.004875820775926008
2011-10-29,0.004120015558097837
2011-10-30,0.00473245530301532
2011-10-31,0.004716944975094087
2011-11-01,0.004899638914820829
2011-11-02,0.004735795219225004
2011-11-03,0.004888482488748844
2011-11-04,0.004979569030180308
2011-11-05,0.005260410193075397
2011-11-06,0.005293213867532799
2011-11-07,0.005185137987281767
2011-11-08,0.005100741288183155
2011-11-09,0.005042717925299416
2011-11-10,0.005168597939508105
2011-11-11,0.004742828379736157
2011-11-12,0.0048313371614562475
2011-11-13,0.004912491617423042
2011-11-14,0.006427247857020476
2011-11-15,0.006227749445497803
2011-11-16,0.005109618303255393
2011-11-17,0.0056051606521817345
2011-11-18,0.005866352417726174
2011-11-19,0.005677960618982696
2011-11-20,0.005673551102969798
2011-11-21,0.005522169311597712
2011-11-22,0.005432289145281915
2011-11-23,0.0054137049878754265
2011-11-24,0.005209883753168827
2011-11-25,0.005098874951316092
2011-11-26,0.005108376741752758
2011-11-27,0.005098969591527882
2011-11-28,0.004864850274663552
2011-11-29,0.004454582475353391
2011-11-30,0.004062728013188376
2011-12-01,0.003838277903671628
2011-12-02,0.0038074581347790123
2011-12-03,0.00438553603915106
2011-12-04,0.004358130675996418
2011-12-05,0.0042442332984673654
2011-12-06,0.003948172515935538
2011-12-07,0.0039765767401593
2011-12-08,0.003970849968345275
2011-12-09,0.004046101447288908
2011-12-10,0.003815820395306738
2011-12-11,0.003459560475270192
2011-12-12,0.003598149185550609
2011-12-13,0.0034885037095786523
2011-12-14,0.0036600426785492694
2011-12-15,0.0035634764069657127
2011-12-16,0.003555681117384461
2011-12-17,0.0035932770675238695
2011-12-18,0.003591845806104196
2011-12-19,0.002900573877565223
2011-12-20,0.0020175022558523246
2011-12-21,0.002168718744340803
2011-12-22,0.002151075726027779
2011-12-23,0.0020881607364948178
2011-12-24,0.0020857179368335833
2011-12-25,0.0014456317935079505
2011-12-26,0.001965846205276733
2011-12-27,0.001763722806008535
2011-12-28,0.0015299362349791461
2011-12-29,0.001608444072391146
2011-12-30,0.0013175149307083323
2011-12-31,0.0004463824857658375
2012-01-01,0.08074456825797681
2012-01-02,0.06230944871939434
2012-01-03,0.00012582373488714891
2012-01-04,0.14250687866599204
2012-01-05,0.4161231177933348
2012-01-06,0.36791793771737696
2012-01-07,0.39033718229067116
2012-01-08,0.45353906608658273
2012-01-09,0.2694137790366092
2012-01-10,0.3232773508599158
2012-01-11,0.40130499247996665
2012-01-12,0.36993432881202515
2012-01-13,0.29699997096072944
2012-01-14,0.3641520417945331
2012-01-15,0.42700917997681564
2012-01-16,0.35111818300384917
2012-01-17,0.10086577924379755
2012-01-18,0.17001539874845584
2012-01-19,0.2610449292254426
2012-01-20,0.30269963739186806
2012-01-21,0.2296599132947393
2012-01-22,0.25740826374126824
2012-01-23,0.27335486123911773
2012-01-24,0.25008329691887193
2012-01-25,0.14478736889651586
2012-01-26,0.04656297830582232
2012-01-27,0.03383932207778669
2012-01-28,0.11641106475789534
2012-01-29,0.05569986795495774
2012-01-30,0.08234306264766372
2012-01-31,0.09169673116955954
2012-02-01,0.2143655041330509
2012-02-02,0.21927415833252573
2012-02-03,0.18483693615098093
2012-02-04,0.172020932607848
2012-02-05,0.12186608487006181
2012-02-06,0.0784158286418107
2012-02-07,0.12065311990568636
2012-02-08,0.11086472380709236
2012-02-09,0.1617808806072756
2012-02-10,0.18624809564077774
2012-02-11,0.1075286702275158
2012-02-12,0.08595902892407888
2012-02-13,0.05591809556691414
2012-02-14,0.0013891855011588735
2012-02-15,0.0017154239923060095
2012-02-16,0.0018469968489400151
2012-02-17,0.0015111376155550905
2012-02-18,0.0017636332632072226
2012-02-19,0.0014683738708296224
2012-02-20,0.0015192076645240587
2012-02-21,0.0016263177747425702
2012-02-22,0.00136658010937889
2012-02-23,0.01049748053299946
2012-02-24,0.006389581645134556
2012-02-25,0.0005494921142704076
2012-02-26,0.00017677458529530247
2012-02-27,0.00011682478161317337
2012-02-28,0.00035181217860482306
2012-02-29,0.00022588064718845284
2012-03-01,0.00010986071941022373
2012-03-02,0.000603495663784279
2012-03-03,0.0008010345926998227
2012-03-04,0.00029991158314039994
2012-03-05,0.00587264797029521
2012-03-06,0.006752203655519879
2012-03-07,2.9804785022049042e-05
2012-03-08,6.268324055250288e-05
2012-03-09,0.00021515641197432646
2012-03-10,0.0002875851832550205
2012-03-11,0.00015115028274908455
2012-03-12,0.0001022230980995221
2012-03-13,0.08264201495080022
2012-03-14,0.10568027799744041
2012-03-15,0.09230466993193542
2012-03-16,0.0906609943613456
2012-03-17,0.06496845176005588
2012-03-18,0.07447376950168721
2012-03-19,0.0007125671271247893
2012-03-20,0.00032356994453490147
2012-03-21,0.00033128507477888454
2012-03-22,0.0005373480344700578
2012-03-23,0.000633090593811518
2012-03-24,0.000718246617951683
2012-03-25,0.0009579401759628437
2012-03-26,0.0007473508102669079
2012-03-27,0.0002937505796783982
2012-03-28,0.00034701849709119014
2012-03-29,0.0003306591329621646
2012-03-30,0.0024944609675689087
2012-03-31,0.009529907043492327
2012-04-01,0.00014919653351067966
2012-04-02,0.03329513705986932
2012-04-03,0.03027032974822598
2012-04-04,0.02034220652888769
2012-04-05,0.020869294146060736
2012-04-06,0.027471457375790865
2012-04-07,0.00033767070064532023
2012-04-08,0.0001578651988098329
2012-04-09,0.0022297192095796646
2012-04-10,3.3390573519404293e-06
2012-04-11,0.018359200047067096
2012-04-12,0.013882285514520469
2012-04-13,0.022130328272540176
2012-04-14,0.02748570525557749
2012-04-15,0.028185911280389147
2012-04-16,0.024742826337412933
2012-04-17,0.02925205537149621
2012-04-18,0.06897699136555986
2012-04-19,0.06987932964958474
2012-04-20,0.12957051782485077
2012-04-21,0.10734025987291088
2012-04-22,0.08346340245794366
2012-04-23,0.06271586032799288
2012-04-24,0.05665807365688593
2012-04-25,0.06630636806736447
2012-04-26,0.054477146871759995
2012-04-27,0.05413590930368595
2012-04-28,0.021233382140317673
2012-04-29,0.00370674317553903
2012-04-30,0.017854546396078707
2012-05-01,0.029911276469065634
2012-05-02,0.04763287361731924
2012-05-03,0.06487599445430271
2012-05-04,0.055925722835991495
2012-05-05,0.04817114528280634
2012-05-06,0.04887103691035662
2012-05-07,0.05429263191091088
2012-05-08,0.04279173974041269
2012-05-09,0.047503846163766586
2012-05-10,0.016989755180300412
2012-05-11,0.027562729251699582
2012-05-12,0.019344212713627962
2012-05-13,0.020331841579455334
2012-05-14,0.03899701320376914
2012-05-15,0.045291003484009135
2012-05-16,0.06125434519252875
2012-05-17,0.0635298817348707
2012-05-18,0.07373802871635034
2012-05-19,0.07217887665975327
2012-05-20,0.07221597626653814
2012-05-21,0.07624079812812755
2012-05-22,0.07555185713503394
2012-05-23,0.0861229177569308
2012-05-24,0.08732819360649453
2012-05-25,0.0921926809919789
2012-05-26,0.08682956323545982
2012-05-27,0.09504984531865902
2012-05-28,0.09562386186519894
2012-05-29,0.09907312557015906
2012-05-30,0.09640362780839516
2012-05-31,0.11487874727293498
2012-06-01,0.13793263508393006
2012-06-02,0.1312134710136864
2012-06-03,0.12257659173176302
2012-06-04,0.13532683214054664
2012-06-05,0.18105727018421117
2012-06-06,0.18592996978169374
2012-06-07,0.2241369101209764
2012-06-08,0.23275156100613806
2012-06-09,0.21386536227114258
2012-06-10,0.18585854325827647
2012-06-11,0.22096279386172307
2012-06-12,0.2589311103885965
2012-06-13,0.3086108525764523
2012-06-14,0.32305608426136573
2012-06-15,0.4767892471811411
2012-06-16,0.45167176216325255
2012-06-17,0.3806581684293955
2012-06-18,0.41142649117901553
2012-06-19,0.46274374777853905
2012-06-20,0.5191745298911506
2012-06-21,0.5111460428570824
2012-06-22,0.47816839435391173
2012-06-23,0.4442245158825536
2012-06-24,0.416190470276553
2012-06-25,0.4068616473931126
2012-06-26,0.43838213758638406
2012-06-27,0.48942022969415333
2012-06-28,0.48102390113168897
2012-06-29,0.499938665366774
2012-06-30,0.5054956118274339
2012-07-01,0.4896318935278316
2012-07-02,0.5217082865324127
2012-07-03,0.4373486241923948
2012-07-04,0.45521676156960555
2012-07-05,0.4912395675461654
2012-07-06,0.4990044052643329
2012-07-07,0.540057092236655
2012-07-08,0.5348996178406996
2012-07-09,0.6014084229096216
2012-07-10,0.6575980791763574
2012-07-11,0.6564962387511105
2012-07-12,0.7614605187761925
2012-07-13,0.7782798712239161
2012-07-14,0.7735281341722509
2012-07-15,0.7860160637618919
2012-07-16,1.0285334113194433
2012-07-17,1.085885484323246
2012-07-18,1.1772712306704292
2012-07-19,1.106623226696347
2012-07-20,1.0031629859522113
2012-07-21,1.0978077181464894
2012-07-22,0.9880624231369841
2012-07-23,0.993222416302997
2012-07-24,1.0029869561114129
2012-07-25,1.0560514139643205
2012-07-26,1.0808076693065818
2012-07-27,1.0814951833878754
2012-07-28,1.0637400858255137
2012-07-29,1.0323576241292955
2012-07-30,1.127622052529552
2012-07-31,1.1872173666668822
2012-08-01,1.2521916637437869
2012-08-02,1.5201711860944165
2012-08-03,1.6132494993727537
2012-08-04,1.6035948681020864
2012-08-05,1.5601535420713888
2012-08-06,1.5698770234714794
2012-08-07,1.5838779488867316
2012-08-08,1.608861794760252
2012-08-09,1.6102954479045222
2012-08-10,1.6996615547930074
2012-08-11,1.7183454039523858
2012-08-12,1.7249770032379348
2012-08-13,1.823990075262473
2012-08-14,1.8678670971123839
2012-08-15,2.128243748310965
2012-08-16,2.1847935401229046
2012-08-17,1.7809756358811106
2012-08-18,1.6324634910174192
2012-08-19,0.5930121784298538
2012-08-20,1.1791786498645698
2012-08-21,1.1557781667040559
2012-08-22,1.1161302049094404
2012-08-23,1.200951344876891
2012-08-24,1.3346255820708703
2012-08-25,1.3256797309280275
2012-08-26,1.3111164185731436
2012-08-27,1.3912809742758079
2012-08-28,1.3923989336342726
2012-08-29,1.370151863627857
2012-08-30,1.3286572756099881
2012-08-31,1.1392066758234103
2012-09-01,1.1134982091613166
2012-09-02,1.1722109121756252
2012-09-03,1.2441043275876138
2012-09-04,1.2029753584803418
2012-09-05,1.3783468388199853
2012-09-06,1.4095724837156356
2012-09-07,1.3822226981329655
2012-09-08,1.3688346630848804
2012-09-09,1.3677863773123156
2012-09-10,1.35749048625206
2012-09-11,1.3917791858323794
2012-09-12,1.3989590454764897
2012-09-13,1.4117880569822217
2012-09-14,1.5007319491028346
2012-09-15,1.4895362040707776
2012-09-16,1.5283652058039852
2012-09-17,1.5264451534341232
2012-09-18,1.6119440022434302
2012-09-19,1.6658594741964485
2012-09-20,1.6139216019900187
2012-09-21,1.5956346525359428
2012-09-22,1.5565131095851135
2012-09-23,1.5381123645230945
2012-09-24,1.5177941825720223
2012-09-25,1.5291006962870992
2012-09-26,1.5581833174651438
2012-09-27,1.5501658182539169
2012-09-28,1.5565468227722292
2012-09-29,1.5553874914064074
2012-09-30,1.5457591932742862
2012-10-01,1.5393297615629724
2012-10-02,1.6396858451667582
2012-10-03,1.6677346307692487
2012-10-04,1.6340013551647086
2012-10-05,1.5994536216855606
2012-10-06,1.5303097858194692
2012-10-07,1.3631642556178516
2012-10-08,1.3210753039300376
2012-10-09,1.3449548080765146
2012-10-10,1.4141831695054778
2012-10-11,1.3997022425068568
2012-10-12,1.3859081673579248
2012-10-13,1.3569851986569894
2012-10-14,1.2823491836830903
2012-10-15,1.3456506177824454
2012-10-16,1.3263330472149633
2012-10-17,1.3383188506370776
2012-10-18,1.3359650964571568
2012-10-19,1.2894575008935911
2012-10-20,1.2713659425964747
2012-10-21,1.2552702387049242
2012-10-22,1.2743932286875455
2012-10-23,1.2630283440911945
2012-10-24,1.2410132700382344
2012-10-25,1.014730051729213
2012-10-26,0.8575867623284039
2012-10-27,0.9436683197713177
2012-10-28,1.0077700039123967
2012-10-29,0.9866091723907806
2012-10-30,1.0437555680481512
2012-10-31,1.1138611173212034
2012-11-01,0.9783016128646783
2012-11-02,0.9583355228899495
2012-11-03,0.9884284017627519
2012-11-04,1.022775511608675
2012-11-05,1.0072867796846956
2012-11-06,1.0384021059605115
2012-11-07,1.0577430400282957
2012-11-08,1.0403519897118068
2012-11-09,1.0195201385631734
2012-11-10,1.0304022102533714
2012-11-11,1.0232103391433787
2012-11-12,1.0680486807820488
2012-11-13,1.056716506227552
2012-11-14,1.0449652046713882
2012-11-15,1.0971531666282726
2012-11-16,1.2246277621975918
2012-11-17,1.2320829679809138
2012-11-18,1.207281718799765
2012-11-19,1.223145960263008
2012-11-20,1.20838881616567
2012-11-21,1.2125313084463418
2012-11-22,1.3496233821611352
2012-11-23,1.3413141787093417
2012-11-24,1.3695277687816338
2012-11-25,1.3928942189173292
2012-11-26,1.300418406152811
2012-11-27,1.2905741278403986
2012-11-28,1.3293740805480552
2012-11-29,1.366523200449279
2012-11-30,1.3826122278883097
2012-12-01,1.3800426222025943
2012-12-02,1.353016914819867
2012-12-03,1.387509474436508
2012-12-04,1.5482000238125764
2012-12-05,1.5240010417372913
2012-12-06,1.557633698645716
2012-12-07,1.5475710090779031
2012-12-08,1.5477296653346804
2012-12-09,1.503395721514491
2012-12-10,1.5329754445627812
2012-12-11,1.5560724287771517
2012-12-12,1.5604596790483076
2012-12-13,1.5707618271330852
2012-12-14,1.527064579552785
2012-12-15,1.505869009405312
2012-12-16,1.4533804105153585
2012-12-17,1.4472355451231376
2012-12-18,1.430968703507829
2012-12-19,1.4894680057044145
2012-12-20,1.4903100561279459
2012-12-21,1.451116229149098
2012-12-22,1.4474534351050403
2012-12-23,1.418238457449995
2012-12-24,1.441103398405277
2012-12-25,1.423342502473753
2012-12-26,1.440997262889699
2012-12-27,1.4244061361034426
2012-12-28,1.4337058372563862
2012-12-29,1.411331643940023
2012-12-30,1.4244788791552545
2012-12-31,1.4403860634416903
2013-01-01,1.3868772948219052
2013-01-02,1.372234953323822
2013-01-03,1.3931747285210596
2013-01-04,1.40439724053982
2013-01-05,1.4027328899618388
2013-01-06,1.4099856501608845
2013-01-07,1.4182066157594986
2013-01-08,1.463663334879537
2013-01-09,1.4684860467346859
2013-01-10,1.530818888021503
2013-01-11,1.5482173551901204
2013-01-12,1.5401981658738202
2013-01-13,1.522362445680363
2013-01-14,1.553230239660148
2013-01-15,1.5455354282612086
